cz,cz_name,state,region,division,pop_2000,top_100,urban,abs_mobility,prob_q1q5,frac_black,frac_commute_under15,hhi_percap,top1inc_share,taxrate,inctax_progressive
29902,Center,MO,Midwest,West North Central,"54,651",0,rural,44,0.085664339,0.0041353,0.467,28968,6.683,0.012,0
30000,Russellville,AR,South,West South Central,"138,646",0,rural,43,0.088736087,0.0169136,0.404,28758,10.927,0.011,1
30100,Fort Smith,AR,South,West South Central,"332,832",0,urban,43,0.093938597,0.0336386,0.371,29347,10.514,0.014,1
30200,Muskogee,OK,South,West South Central,"152,466",0,rural,41,0.063101105,0.0681135,0.388,27011,14.553,0.014,0
30300,Fayetteville,AR,South,West South Central,"384,122",0,urban,43,0.091806516,0.0105696,0.378,32612,20.44,0.015,1
30401,Stillwater,OK,South,West South Central,"79,601",0,rural,46,0.098464318,0.03309,0.568,26432,8.371,0.017,0
30402,Tulsa,OK,South,West South Central,"921,246",1,urban,42,0.078357495,0.0778685,0.323,36227,14.218,0.016,0
30403,Okmulgee,OK,South,West South Central,"51,499",0,urban,42,0.081061162,0.1020214,0.369,26343,7.645,0.012,0
30501,Woodward,OK,South,West South Central,"26,123",0,rural,53,0.200000003,0.0078475,0.556,32076,9.308,0.02,0
30502,Enid,OK,South,West South Central,"102,415",0,rural,50,0.149268791,0.0305424,0.561,31507,8.515,0.018,0
30601,El Paso,TX,South,West South Central,"857,648",1,urban,44,0.086441278,0.0244144,0.28,25721,13.174,0.024,0
30602,Alamogordo,NM,West,Mountain,"81,709",0,rural,42,0.084955752,0.0285403,0.447,29489,7.508,0.013,0
30603,Truth or Consequences,NM,West,Mountain,"13,270",0,rural,41,0.081272088,0.0041447,0.6,32267,5.967,0.01,0
30604,Deming,NM,West,Mountain,"61,950",0,rural,42,0.06972789,0.0050202,0.51,26356,7.628,0.015,0
30605,Van Horn,TX,South,West South Central,"2,975",0,rural,,0.223463684,0.0063866,0.753,21738,,0.059,0
30701,Roswell,NM,West,Mountain,"113,040",0,rural,44,0.116612375,0.0155432,0.539,30443,10.401,0.012,0
30702,Santa Rosa,NM,West,Mountain,"6,920",0,rural,45,0.120481931,0.0086705,0.702,22180,11.46,0.016,0
30801,Hobbs,NM,West,Mountain,"90,061",0,rural,49,0.161949679,0.0372303,0.598,27195,9.764,0.036,0
30802,Lubbock,TX,South,West South Central,"287,568",0,urban,41,0.067375377,0.0689333,0.449,30597,12.472,0.032,0
30901,Clovis,NM,West,Mountain,"73,078",0,rural,44,0.082815737,0.045212,0.617,28205,13.37,0.014,0
30902,Littlefield,TX,South,West South Central,"29,588",0,rural,47,0.080366224,0.0295052,0.607,29302,9.154,0.042,0
30903,Amarillo,TX,South,West South Central,"240,752",0,urban,43,0.086136706,0.0533827,0.438,33188,15.757,0.023,0
30904,Pampa,TX,South,West South Central,"57,355",0,urban,51,0.153333336,0.0342603,0.549,33957,8.602,0.032,0
30905,Wellington,TX,South,West South Central,"8,490",0,rural,51,0.133640558,0.0360424,0.64,32499,6.738,0.042,0
30906,Memphis,TX,South,West South Central,"9,400",0,rural,48,0.117154814,0.0519149,0.601,29000,8.488,0.026,0
30907,Matador,TX,South,West South Central,"1,426",0,rural,,,0.0350631,0.582,36160,,0.027,0
30908,Plainview,TX,South,West South Central,"52,751",0,rural,44,0.084852293,0.0527573,0.612,27000,7.827,0.019,0
31001,Garden City,KS,Midwest,West North Central,"52,031",0,rural,47,0.108910888,0.0083988,0.586,30158,8.429,0.047,0.2
31002,Ulysses,KS,Midwest,West North Central,"15,778",0,rural,49,0.190721646,0.0042464,0.685,34785,5.824,0.073,0.2
31003,Scott City,KS,Midwest,West North Central,"9,185",0,rural,54,0.191304341,0.000871,0.658,39001,5.73,0.042,0.2
31004,Liberal,KS,Midwest,West North Central,"32,998",0,rural,49,0.121145375,0.0253652,0.642,30590,7.505,0.036,0.2
31005,Perryton,TX,South,West South Central,"17,432",0,rural,56,0.232835814,0.001262,0.632,33736,8.223,0.046,0
31006,Guymon,OK,South,West South Central,"29,937",0,rural,50,0.161702126,0.0051107,0.609,30685,6.358,0.029,0
31007,Dumas,TX,South,West South Central,"31,880",0,rural,48,0.136015326,0.0198871,0.611,29327,5.804,0.038,0
31101,Victoria,TX,South,West South Central,"165,277",0,urban,46,0.101472996,0.0635358,0.425,33599,12.592,0.028,0
31102,La Grange,TX,South,West South Central,"42,194",0,rural,49,0.114014253,0.1059392,0.457,36151,20.962,0.027,0
31103,Gonzales,TX,South,West South Central,"18,628",0,rural,44,0.069620252,0.0801482,0.492,28893,13.004,0.025,0
31201,Austin,TX,South,West South Central,"1,298,076",1,urban,40,0.069321632,0.0780424,0.249,41322,22.009,0.032,0
31202,Burnet,TX,South,West South Central,"51,191",0,rural,43,0.094736844,0.0107636,0.349,41431,11.996,0.035,0
31301,San Antonio,TX,South,West South Central,"1,724,863",1,urban,41,0.06438259,0.0595595,0.242,34002,14.409,0.026,0
31302,Beeville,TX,South,West South Central,"47,805",0,rural,46,0.10215947,0.0993202,0.466,18313,13.835,0.024,0
31303,Kerrville,TX,South,West South Central,"64,467",0,rural,45,0.095637582,0.0119131,0.471,42197,11.13,0.02,0
31304,Mason,TX,South,West South Central,"3,738",0,rural,,0.174418598,0.0013376,0.589,44195,,0.033,0
31401,Midland,TX,South,West South Central,"262,282",0,urban,51,0.178886995,0.0524131,0.462,33502,14.337,0.034,0
31402,Pecos,TX,South,West South Central,"31,286",0,rural,53,0.232954547,0.026881,0.632,24735,11.584,0.053,0
31403,Fort Stockton,TX,South,West South Central,"20,908",0,rural,52,0.22278057,0.0343409,0.664,22363,9.256,0.082,0
31404,Alpine,TX,South,West South Central,"18,377",0,rural,52,0.18026565,0.006149,0.705,25586,8.578,0.036,0
31501,Crystal City,TX,South,West South Central,"21,848",0,rural,45,0.083204933,0.0050348,0.606,17379,10.724,0.046,0
31502,Pearsall,TX,South,West South Central,"22,118",0,rural,45,0.09375,0.0438105,0.544,18365,9.465,0.041,0
31503,Laredo,TX,South,West South Central,"210,580",0,urban,45,0.108853586,0.0016051,0.327,21530,21.104,0.04,0
31600,Brownsville,TX,South,West South Central,"978,369",1,urban,44,0.091609113,0.0033219,0.343,20392,15.093,0.026,0
31700,Corpus Christi,TX,South,West South Central,"503,493",0,urban,44,0.105567604,0.0330253,0.387,30127,13.484,0.033,0
31800,College Station,TX,South,West South Central,"208,437",0,urban,42,0.077777781,0.1299481,0.451,26268,10.991,0.03,0
31900,Pearland,TX,South,West South Central,"320,912",0,urban,45,0.115716122,0.0966651,0.291,34849,7.742,0.034,0
32000,Houston,TX,South,West South Central,"4,504,013",1,urban,43,0.09273798,0.1708201,0.21,38963,17.512,0.033,0
32100,Beaumont,TX,South,West South Central,"497,770",0,urban,43,0.094970569,0.2252486,0.337,31840,11.668,0.031,0
32201,Huntsville,TX,South,West South Central,"191,792",0,rural,42,0.077342585,0.1945858,0.411,25251,13.918,0.021,0
32202,Nacogdoches,TX,South,West South Central,"103,842",0,rural,43,0.093918398,0.1754492,0.439,28783,13.012,0.019,0
32301,San Angelo,TX,South,West South Central,"113,973",0,urban,44,0.086386427,0.0371404,0.479,31936,11.329,0.024,0
32302,Brady,TX,South,West South Central,"23,666",0,rural,48,0.118143462,0.0133102,0.577,27666,14.675,0.022,0
32303,Junction,TX,South,West South Central,"6,828",0,rural,41,0.073469386,0.0019039,0.542,35219,5.439,0.023,0
32304,Uvalde,TX,South,West South Central,"35,212",0,rural,46,0.096843615,0.0023004,0.58,26771,13.255,0.031,0
32305,Del Rio,TX,South,West South Central,"49,316",0,rural,48,0.123060457,0.0132411,0.515,24076,7.013,0.035,0
32306,Eagle Pass,TX,South,West South Central,"47,297",0,rural,46,0.100081034,0.0011206,0.526,18470,9.534,0.024,0
32401,Big Spring,TX,South,West South Central,"54,073",0,rural,48,0.114441417,0.0495256,0.633,26412,10.352,0.039,0
32402,Sweetwater,TX,South,West South Central,"20,146",0,rural,47,0.12202853,0.0408518,0.588,28676,7.36,0.031,0
32403,Snyder,TX,South,West South Central,"26,918",0,rural,50,0.156089187,0.0822869,0.608,26045,7.916,0.048,0
32501,Abilene,TX,South,West South Central,"191,518",0,urban,45,0.103291988,0.0591119,0.487,29968,11.684,0.022,0
32502,Childress,TX,South,West South Central,"9,592",0,rural,44,0.078260869,0.1303169,0.757,23872,4.029,0.023,0
32503,Haskell,TX,South,West South Central,"15,157",0,rural,49,0.169014081,0.0477007,0.612,29543,5.069,0.038,0
32601,Wichita Falls,TX,South,West South Central,"151,524",0,urban,44,0.096604496,0.0877287,0.441,30238,12.378,0.022,0
32602,Graham,TX,South,West South Central,"28,556",0,rural,51,0.175939843,0.0244782,0.548,31567,8.506,0.034,0
32603,Seymour,TX,South,West South Central,"4,093",0,rural,,0.086021505,0.0329831,0.674,35578,,0.021,0
32604,Vernon,TX,South,West South Central,"21,022",0,rural,43,0.088073395,0.0740653,0.678,32588,32.43,0.032,0
32701,Brownwood,TX,South,West South Central,"58,246",0,rural,45,0.10866373,0.0325001,0.495,30586,9.849,0.023,0
32702,Stephenville,TX,South,West South Central,"55,256",0,rural,48,0.11419753,0.0059722,0.523,30856,13.86,0.027,0
32801,Waco,TX,South,West South Central,"281,618",0,urban,40,0.067537434,0.1413546,0.363,31690,12.76,0.023,0
32802,Corsicana,TX,South,West South Central,"100,377",0,rural,44,0.101304345,0.1658647,0.377,29976,7.452,0.03,0
32900,Killeen,TX,South,West South Central,"330,714",0,urban,40,0.077248268,0.1930097,0.383,28336,8.11,0.019,0
33000,Fort Worth,TX,South,West South Central,"1,804,370",1,urban,42,0.091362856,0.1045706,0.24,39232,15.257,0.027,0
33100,Dallas,TX,South,West South Central,"3,405,666",1,urban,40,0.071082465,0.1507356,0.218,43436,19.639,0.033,0
